City,PostType,Price,Rooms,SqMetrage,Title,SqMetrageBucket,Urgency,PricePerSqM
Kraków,Company post,1380000.0,3,80.0,Komfortowy apartament z balkonem na Zabłociu,75-100,Normal,17250.0
Wrocław,Company post,,3,62.8,3-pokojowe mieszkanie 62m2 + balkon Bezpośrednio,50-74,Normal,
Poznań,Company post,339000.0,3,49.9,"!!! Mieszkanie idealne pod inwestycję,trzy niezale",30-49,Normal,6793.587174348698
Warszawa,Company post,700000.0,2,51.0,metro Ratusz Arsenał / zielono / winda / widok,50-74,Normal,13725.490196078432
Sopot,Company post,2790000.0,3,107.0,"szereg z ogrodem, super lokalizacja",>100,Normal,26074.766355140186
Bytom,Company post,240000.0,2,42.5,"Sprzedam ""Centrum"" Mieszkanie",30-49,Normal,5647.058823529412
Wrocław,Company post,,2,51.84,2-pokojowe mieszkanie 51m2 + ogródek,50-74,Normal,
Katowice,Company post,635168.0,3,69.04,3-pokojowe mieszkanie 69m2 + 2 balkony,50-74,Normal,9200.0
Kraków,Company post,799000.0,3,86.0,Apartament Bezpośrednio bez podatku PCC,75-100,Normal,9290.697674418605
Olsztyn,Company post,505000.0,3,62.2,Mieszkanie 62 m2 Pana Tadeusza,50-74,Normal,8118.971061093247
Szczecin,Company post,531200.0,1,40.36,Nowe Mieszkanie Emilii Plater A1.9.13,30-49,Normal,13161.546085232903
Nowogard,Company post,312000.0,3,94.27,Słoneczne M-3 w Nowogardzie,75-100,Normal,3309.642516176939
Lublin,Company post,,2,34.65,Nowoczesne Mieszkanie Rezydencja Ogród Saski D5.7,30-49,Normal,
Katowice,Company post,680568.0,4,81.02,4-pokojowe mieszkanie 81m2 + 2 balkony,75-100,Normal,8400.0
Warszawa,Company post,766000.0,2,59.0,"10 piętro z 15, panorama na Las Kabacki, Metro",50-74,Normal,12983.050847457627
Rawicz,Company post,289000.0,3,45.3,Mieszkanie w bloku / 3 pokoje / ul. Sucharskiego,30-49,Normal,6379.6909492273735
Gdańsk,Company post,550000.0,2,55.7,Mieszkanie Gdańsk Śródmieście,50-74,Normal,9874.326750448832
Piaseczno,Company post,620000.0,3,62.0,"3 pokoje+piwnica(Piaseczno), 62m2",50-74,Normal,10000.0
Łódź,Company post,969999.0,4,119.0,Przestrzeń i klimat w loftach u Scheiblera,>100,Normal,8151.252100840336
Żyrardów,Company post,,5,74.0,5-pokojowe mieszkanie 74m2 + balkon Bezpośrednio,50-74,Normal,
Warszawa,Company post,545000.0,2,50.0,Mieszkanie na osiedlu Klasyków ul. Krokwi,50-74,Normal,10900.0
Sosnowiec,Company post,543186.0,4,86.22,16 metrowy taras widokowy z salonu i z sypialni,75-100,Normal,6300.0
Białystok,Company post,890000.0,4,80.33,"8 piętro, 4 pokoje - Apartamenty Jagiellońskie",75-100,Normal,11079.297896178265
Gdynia,Company post,618000.0,4,62.0,Piękne 4 pokoje blisko SKM i lasu | obłędny widok,50-74,Normal,9967.741935483871
Sopot,Company post,2995000.0,3,150.0,Wyremontowany Stylowy Apartament Kamienica Sopot,>100,Normal,19966.666666666668
Gdynia,Company post,3500000.0,3,126.0,Apartament Z 100 M Tarasem Na Dachu,>100,Normal,27777.777777777777
Gdańsk,Company post,2609640.0,5,126.91,Oliwskie Apartamenty,>100,Normal,20562.918603734932
Gdynia,Company post,2910000.0,4,116.4,Apartament blisko plaży i Bulwaru Nadmorskiego,>100,Normal,25000.0
Jurata,Company post,3255000.0,4,101.7,Jurata - Penthouse z ogromnym tarasem!,>100,Normal,32005.899705014748
Sopot,Company post,3500000.0,3,104.0,"Trzy pokoje w will, glamour 200m od morza, Sopot",>100,Normal,33653.846153846156
Gdynia,Company post,4799000.0,3,65.4,Apartament z widokiem na molo i morze,50-74,Normal,73379.20489296636
Gdynia,Company post,2300000.0,2,110.0,"Apartament Wakacyjny Blisko Lasu,Plaży I Morza",>100,Normal,20909.090909090908
Gdynia,Company post,2300000.0,3,110.0,"Apartament W Orłowie Blisko Lasu,Plaży I Morza",>100,Normal,20909.090909090908
Gdynia,Company post,2400000.0,5,178.0,Kup i wynajmij. Apartament inwestycyjny.,>100,Normal,13483.14606741573
Nowy Świat,Company post,4200000.0,3,140.0,Luksusowy Second Home Unikalny Widok Na Zatokę,>100,Normal,30000.0
Gdynia,Company post,5500000.0,4,180.0,Przepiękny apartament w zabytkowej willi w Orłowie,>100,Normal,30555.555555555555
Gdynia,Company post,5900000.0,7,236.69,Penthouse z widokiem na morze,>100,Normal,24927.119861422114
Gdynia,Company post,3499000.0,4,113.27,Podniebny Apartament z Widokiem Na Zatokę,>100,Normal,30890.791913127927
Jurata,Company post,2350000.0,3,80.0,Trzypokojowe mieszkanie w nowej unikatowej inwesty,75-100,Normal,29375.0
Gdańsk,Company post,3500800.0,4,109.4,Apartament | 4 pokoje | blisko morza,>100,Normal,32000.0
Sopot,Company post,2253800.0,2,79.62,Apartament Z Ogrodem Zimowym Tarasem Blisko Morza,75-100,Normal,28306.958050741017
Sopot,Company post,3500000.0,9,160.0,Pakiet 4 Apartamentów tuż przy Sopockim Molo,>100,Normal,21875.0
Gdańsk,Company post,5950000.0,6,257.24,Penthouse | Gdańsk | Garnizon,>100,Normal,23130.150831907944
Gdynia,Company post,5900000.0,7,236.69,Penthouse z widokiem na morze,>100,Normal,24927.119861422114
Gdynia,Company post,2450000.0,4,100.0,Art Deco apartament blisko plaży,75-100,Normal,24500.0
Bolewice,Company post,242324.0,2,41.78,"Nowe mieszkanie - Bolewice, odbiór 12.2022",30-49,Normal,5800.0
Kielce,Company post,360000.0,2,42.0,Apartament 2 pokoje ul. Klonowa 2008 r.,30-49,Normal,8571.42857142857
Białystok,Company post,385000.0,4,58.2,Funkcjonalne 4 pokojowe na osiedlu Piasta,50-74,Normal,6615.120274914089
Katowice,Company post,501864.0,3,57.03,3-pokojowe mieszkanie 57m2 + balkon,50-74,Normal,8800.0
Sosnowiec,Company post,320000.0,3,65.2,3 pokoje Aleja Zwycięstwa,50-74,Normal,4907.9754601227
Kraków,Company post,459000.0,2,37.2,Jasne i przytulne M2 po remoncie !! Jagodowa 13,30-49,Normal,12338.709677419354
Warszawa,Company post,529000.0,3,49.0,3 pokojowe mieszkanie Bemowo - 5 min do metra,30-49,Normal,10795.918367346938
Nowy Dwór Mazowiecki,Company post,565000.0,3,64.0,"Osiedle Jarzębinowa, 3 pokoje z garderobą!!!",50-74,Normal,8828.125
Łódź,Company post,587667.0,4,66.03,4-pokojowe mieszkanie 66m2 + taras Bezpośrednio,50-74,Normal,8900.0
Kraków,Company post,459534.0,2,40.31,2-pokojowe mieszkanie 40m2 Bez Pośredników,30-49,Normal,11400.0
Poznań,Company post,599585.0,3,64.82,3-pokojowe mieszkanie 64m2 + ogródek Bez Prowizji,50-74,Normal,9250.000000000002
Tychy,Company post,441093.0,3,55.8,3pok. i 2balkony+2m.postojowe Gratis/0%Pcc,50-74,Normal,7904.89247311828
Bielawa,Company post,359000.0,3,60.0,3 pokojowe mieszkanie z balkonem Parter,50-74,Normal,5983.333333333333
Kielce,Company post,489000.0,3,81.5,Apartamenty WIKARYJSKA B2A1- Kielce,75-100,Normal,6000.0
Gdańsk,Company post,499000.0,2,48.2,Piękny Widok | Balkon | Dostępne Od Zaraz,30-49,Normal,10352.697095435684
Gdańsk,Company post,699000.0,2,36.84,Zajezdnia Wrzeszcz | 2 Pokoje Z Osobną Kuchnią,30-49,Normal,18973.941368078173
Gdańsk,Company post,490000.0,2,40.8,Słoneczne | 2 Pokoje | Balkon,30-49,Normal,12009.803921568628
Gdańsk,Company post,1200000.0,3,78.84,Duże Mieszkanie Na Garnizonie | Atrakcyjna Cena,75-100,Normal,15220.700152207
Jelenia Góra,Company post,340000.0,3,48.7,Klimatyczne Mieszkanie z widokiem na Zamek Chojnik,30-49,Normal,6981.5195071868575
Pełczyce,Company post,150000.0,2,64.04,"Obok 2 Jezior 2 pok. z OGRODEM, GARAŻEM i KOMÓRKĄ",50-74,Normal,2342.2860712054962
Kołobrzeg,Company post,1200000.0,2,40.0,Apartament w Porcie Strefa SPA / NADMORSKIE TARASY,30-49,Normal,30000.0
Ruda Śląska,Company post,165000.0,2,42.0,"Piękne M3 Ruda Śląska, wysoki parter",30-49,Normal,3928.5714285714284
Gdańsk,Company post,,3,51.96,3-pokojowe mieszkanie 51m2 + taras Bez Prowizji,50-74,Normal,
Warszawa,Company post,,2,54.18,2-pokojowe mieszkanie 54m2 + balkon,50-74,Normal,
Marki,Company post,,4,103.2,4-pokojowe mieszkanie 103m2 + taras Bezpośrednio,>100,Normal,
Kołobrzeg,Company post,2100000.0,2,60.0,Apartament! Widok na morze! NAJLEPSZA LOKALIZACJA,50-74,Normal,35000.0
Nowy Sącz,Company post,710360.0,3,82.6,Apartamenty Żeromskiego,75-100,Normal,8600.0
Kielce,Company post,374690.0,2,42.1,Mieszkanie w centrum po remoncie,30-49,Normal,8900.0
Lublin,Company post,,1,25.24,Wygodne Mieszkanie Rezydencja Ogród Saski D5.8,<30,Normal,
Oława,Company post,445000.0,4,84.1,GOTOWE DO ODBIORU mieszkanie na piętrze z ogródkie,75-100,Normal,5291.319857312723
Warszawa,Company post,490000.0,2,48.2,Dwa pokoje z potencjałem Praga-Południe,30-49,Normal,10165.97510373444
Warszawa,Company post,425000.0,2,36.5,Dwupokojowe mieszkanie idealne pod wynajem!,30-49,Normal,11643.835616438357
Kraków,Company post,985000.0,2,48.7,Kazmierz M-2 z balkonem i miejscem postojowym,30-49,Normal,20225.8726899384
Kraków,Company post,608000.0,2,41.0,2 pokoje Apartamenty Wadowicka przy Parku 2020 rok,30-49,Normal,14829.268292682927
Kraków,Company post,735000.0,4,64.1,4 pokojowe mieszkanie/ po Remoncie/ Umeblowane,50-74,Normal,11466.458658346335
Lublin,Company post,599000.0,3,80.2,Czuby_dwupoziomowe_trzy pokoje_miejsce postojowe,75-100,Normal,7468.827930174563
Warszawa,Company post,2620000.0,3,139.0,POD SKOCZNIĄ - 139 m2 apartament + 150 m2 TARAS !,>100,Normal,18848.92086330935
Marki,Company post,,3,75.37,3-pokojowe mieszkanie 75m2 + ogródek,75-100,Normal,
Warszawa,Company post,1210000.0,4,90.0,"Ciche, 4-pokojowe przy Metrze.",75-100,Normal,13444.444444444445
Warszawa,Company post,2000000.0,3,113.0,"113 m2, 3 pokoje, Pod Skocznią, Mokotów",>100,Normal,17699.11504424779
Katowice,Company post,267384.0,1,25.71,1-pokojowe mieszkanie 25m2 + balkon,<30,Normal,10400.0
Wrocław,Company post,399000.0,2,40.0,"2 pok, Księże Małe z m. postojowym w cenie",30-49,Normal,9975.0
Wrocław,Company post,439000.0,2,49.5,2 pokoje 49 m2*rozkład*20 min do P. Grunwaldzkiego,30-49,Normal,8868.68686868687
Poznań,Company post,,1,31.3,1-pokojowy apartament inwestycyjny 31m2,30-49,Normal,
Zielonka,Company post,,3,61.62,3-pokojowe mieszkanie 61m2 + balkon,50-74,Normal,
Warszawa,Company post,1299800.0,4,77.6,★ KW ★ KLIMA ★ bezpośrednio ★ 4-pok. Apartament ★,75-100,Normal,16750.0
Poznań,Company post,339363.0,2,36.1,MEGA OFERTA! 2pok 36m2 | ogródek | Rataje |Tramwaj,30-49,Normal,9400.637119113573
Poznań,Company post,426400.0,3,51.71,NA JUŻ! 3 pok. 52m2 | 2 tarasy + ogródek | Rataje,50-74,Normal,8245.987236511313
Warszawa,Company post,690000.0,4,75.0,GOTOWE 75m2 + ogródek 225m2 ul. Celulozy,75-100,Normal,9200.0
Lublin,Company post,,2,37.28,Ustawne Mieszkanie Rezydencja Ogród Saski | D6.1,30-49,Normal,
Kraków,Company post,569000.0,2,44.91,2-pokojowe mieszkanie 44m2 + loggia Bez Prowizji,30-49,Normal,12669.784012469385
Szczecin,Company post,575000.0,3,73.0,Obok PARKU Żeromskiego z miejscem PARKINGOWYM!,50-74,Normal,7876.712328767123
Otwock,Company post,,2,44.51,2-pokojowe mieszkanie 44m2 + ogródek Bezpośrednio,30-49,Normal,
Oława,Company post,499000.0,3,79.82,OSTATNIE 2poziomy mieszkanie ogród ODDANE DO UŻYTK,75-100,Normal,6251.566023552995
Pyrzyce,Company post,249000.0,3,66.7,"Mieszkanie 2 pok. z dod. pomieszczeniem, Pyrzyce",50-74,Normal,3733.133433283358
Katowice,Company post,507567.0,3,57.03,3-pokojowe mieszkanie 57m2 + balkon,50-74,Normal,8900.0
Poznań,Company post,618000.0,4,69.2,4-pokojowe mieszkanie 69m2 + ogródek Bezpośrednio,50-74,Normal,8930.635838150289
Wrocław,Company post,749000.0,3,81.0,Przestronne mieszkanie w zadbanej kamienicy!,75-100,Normal,9246.913580246914
Białka Tatrzańska,Company post,933840.0,2,38.91,Ekskluzywny apartament w sercu Białki Tatrzańskiej,30-49,Normal,24000.000000000004
Poznań,Company post,820000.0,3,68.36,GOTOWE 3 pokoje | taras widok | bez PCC STRZESZYN,50-74,Normal,11995.318899941487
Bolszewo,Company post,249000.0,2,38.21,Słoneczne Bolszewo Mieszkania,30-49,Normal,6516.618686207798
Katowice,Company post,289062.0,1,27.27,1-pokojowe mieszkanie 27m2 + balkon Bezpośrednio,<30,Normal,10600.0
Warszawa,Company post,1972000.0,5,136.0,"Przestrzeń, cisza i spokój , 136m2 dla CIEBIE!",>100,Normal,14500.0
Warszawa,Company post,699000.0,3,57.0,"Mokotow 3 pokoje, blisko metra",50-74,Normal,12263.157894736842
Kraków,Company post,527000.0,2,48.0,Czyżyny | Sołtysowska | 48 M2 | Miejsce Parkingowe,30-49,Normal,10979.166666666666
Władysławowo,Company post,379000.0,1,36.4,Mieszkanie z miejscem parkingowym Władysławowo,30-49,Normal,10412.087912087913
Bolszewo,Company post,279000.0,3,43.57,Słoneczne Bolszewo Mieszkania,30-49,Normal,6403.488638971769
Gdynia,Company post,325000.0,1,30.0,Sprzedaż mieszkania z ogródkiem,30-49,Normal,10833.333333333334
Nysa,Company post,360000.0,2,67.0,Sprzedam mieszkanie ścisłe centrum miasta 67m2,50-74,Normal,5373.134328358209
Wrocław,Company post,505800.0,3,60.5,OGRÓDEK/gotowe mieszkanie/Psie Pole,50-74,Normal,8360.330578512398
Warszawa,Company post,699980.0,2,36.22,"Nowe mieszkanie Ochota - dla Inwestora,",30-49,Normal,19325.786858089454
Warszawa,Company post,379000.0,2,36.0,Komfortowe mieszkanie blisko metra,30-49,Normal,10527.777777777777
Wrocław,Company post,325000.0,1,29.6,"Kawalerka 30m², osobna kuchnia, ul. Hutnicza",<30,Normal,10979.72972972973
Katowice,Company post,564732.0,4,68.04,4-pokojowe mieszkanie 68m2 + balkon Bezpośrednio,50-74,Normal,8300.0
Zakopane,Company post,1066000.0,3,66.61,Gubałówka Residence / Bez prowizji!,50-74,Normal,16003.603062603213
Bytom,Company post,305000.0,3,63.6,"Sprzedam mieszkanie M4,Bytom Hlonda",50-74,Normal,4795.597484276729
Wrocław,Company post,398900.0,1,33.0,ok. Partynic/2007r/Umeblowane/Taras 24 m2 !,30-49,Normal,12087.878787878788
Gdańsk,Company post,1070000.0,2,64.27,Letnica słoneczny apartament gotowy do wejścia,50-74,Normal,16648.514081219855
Poznań,Company post,599000.0,3,51.19,Ekstrawaganckie z OGROMNYM OGRODEM - POLITECHNIKA,50-74,Normal,11701.504200039071
Lublin,Company post,,2,37.69,Nowoczesne Mieszkanie Rezydencja Ogród Saski D6.2,30-49,Normal,
Warszawa,Company post,715000.0,2,50.5,BEZPOŚREDNIO Wynajęte! 2 pok. w nowym budownictwie,50-74,Normal,14158.415841584158
Zgierz,Company post,385000.0,4,72.0,"4 pokoje, Zgierz, oś 650-lecia",50-74,Normal,5347.222222222223
Lublin,Company post,410000.0,3,48.0,Czechów_blisko Medyczny_3 pokoje_po remoncie,30-49,Normal,8541.666666666666
Gdańsk,Company post,720000.0,3,51.7,Potokowa Park 1B/1- Apartament z ogródkiem 51.7 m2,50-74,Normal,13926.499032882011
Trzebnica,Company post,415773.0,2,56.39,Mieszkanie 2 pokoje+Aneks / w Sercu Trzebnicy!,50-74,Normal,7373.169001596028
Trzebnica,Company post,434605.0,3,57.25,3 pokoje+Aneks/Przy Parku / w Sercu Trzebnicy!,50-74,Normal,7591.353711790393
Poznań,Company post,289000.0,1,26.5,Kawalerka os. Kosmonautów. Bez Kw,<30,Normal,10905.66037735849
Poznań,Company post,309000.0,2,37.75,"2 Pokoje Do Remontu, 0% prowizji",30-49,Normal,8185.430463576159
Sosnowiec,Company post,586000.0,2,117.35,"Mieszkanie 4 pokojowe, Sosnowiec Centrum.",>100,Normal,4993.608862377503
Trzebnica,Company post,468000.0,3,60.0,Mieszkanie 3 pokoje+Aneks/15 minut do Wrocławia,50-74,Normal,7800.0
Gdańsk,Company post,1130000.0,3,75.0,Prestiżowy Apartament Na Wyspie Spichrzów.,75-100,Normal,15066.666666666666
Wrocław,Company post,505800.0,3,60.5,"OGRÓDEK, gotowe, 3 pokoje,Psie Pole",50-74,Normal,8360.330578512398
Łódź,Company post,,3,64.34,3-pokojowe mieszkanie 64m2 + balkon Bez Prowizji,50-74,Normal,
Lublin,Company post,262000.0,2,37.0,2 pokojowe mieszkanie Mełgiewska,30-49,Normal,7081.081081081081
Lublin,Company post,749437.0,4,85.65,Przestronne mieszkanie w nowym budownictwie Wieni,75-100,Normal,8749.994162288382
Trzebiel,Company post,250000.0,3,73.47,Mieszkanie na parterze z ogródkiem,50-74,Normal,3402.7494215325983
Gdańsk,Company post,650000.0,2,47.67,Przestronne mieszkanie na Słonecznej Morenie,30-49,Normal,13635.410111181036
Warszawa,Company post,590000.0,2,45.0,Nowoczesne 2 pokojowe mieszkanie z ogródkiem,30-49,Normal,13111.111111111111
Kraków,Company post,757100.0,2,48.53,2-pokojowe mieszkanie 48m2 + ogródek,30-49,Normal,15600.659385946836
Białystok,Company post,337000.0,2,34.5,** Centrum Miasta * Cegła ** 2 Pokoje **,30-49,Normal,9768.115942028986
Białystok,Company post,790000.0,4,76.29,** Nowoczesny apartament ** Taras 46 m2 **,75-100,Normal,10355.223489317079
Białystok,Company post,429000.0,2,51.0,** Nowe Miasto ** 2 Oddzielne Pokoje **,50-74,Normal,8411.764705882353
Zambrów,Company post,295000.0,3,59.0,"Mieszkanie 59m2, Zambrów - Mazowiecka 14",50-74,Normal,5000.0
Dobrzykowice,Company post,314500.0,2,37.0,Mieszkanie z dużym ogrodem Wrocław 5km do centrum,30-49,Normal,8500.0
Kraków,Company post,390759.0,1,30.89,1-pokojowe mieszkanie 30m2 + ogródek Bezpośrednio,30-49,Normal,12650.016186468112
Rzeszów,Company post,399000.0,3,63.2,Przestronne 3 pokoje - ul. Prymasa 1000-lecia,50-74,Normal,6313.291139240506
Poznań,Company post,206271.0,1,19.96,Dla młodych mieszkania1 i 2 pokojowe Zawady,<30,Normal,10334.218436873747
Łódź,Company post,278000.0,2,39.73,Przytulne mieszkanie przy skrzyżowaniu Marszałków,30-49,Normal,6997.231311351624
Poznań,Company post,529000.0,3,51.65,Mieszkanie z IDEALNYM układ na SPOKOJNYM osiedlu,50-74,Normal,10242.013552758955
Warszawa,Company post,883449.0,2,46.62,Apartamenty inwestycyjne w centrum Warszawy,30-49,Normal,18950.0
Wrocław,Company post,,1,46.17,1-pokojowe mieszkanie 46m2 + taras Bez Pośredników,30-49,Normal,
Kraków,Company post,499000.0,3,58.02,Gotowiec inwestycyjny - Apartamenty na Kazimierzu!,50-74,Normal,8600.482592209582
Gdańsk,Company post,630000.0,3,51.6,"Okazja- Potokowa Park 1A/2- Apartament 51,60 m2",50-74,Normal,12209.302325581395
Warszawa,Company post,1464500.0,3,101.0,Przepiękny i ekskluzywny penthouse ul. Liwiecka,>100,Normal,14500.0
Warszawa,Company post,650000.0,3,60.0,Geodezyjna 3 pok. z widokiem na las,50-74,Normal,10833.333333333334
Łęgajny,Company post,290000.0,3,52.0,Piętro domu z odrębnym wejściem w Łęgajnach.,50-74,Normal,5576.923076923077
Kraków,Company post,434000.0,1,35.1,Blisko uczelni | Osobna kuchnia | 1 pokój,30-49,Normal,12364.672364672364
Marki,Company post,969960.0,6,120.0,Dwupoziomowe mieszkanie z ogródkiem w Markach.,>100,Normal,8083.0
Radom,Company post,299990.0,2,47.65,Atrakcyjne mieszkanie w Centrum,30-49,Normal,6295.69779643232
Poznań,Company post,300000.0,1,33.0,"Godne Polecenia , Słoneczne 33 m2 ,2-piętro",30-49,Normal,9090.90909090909
Rzeszów,Company post,750000.0,2,60.0,"Piękne mieszkanie w śródmieściu, wysoki standard",50-74,Normal,12500.0
Wrocław,Company post,1100000.0,2,53.5,piekne 2 pokojowe mieszkanie blisko centrum,50-74,Normal,20560.747663551403
Sosnowiec,Company post,329000.0,3,60.64,Okazja ! Sosnowiec - ul. Kilińskiego - z Garażem,50-74,Normal,5425.461741424802
Kraków,Company post,865000.0,3,63.26,trzypokojowe na Kazimierzu w pobliżu Wisły,50-74,Normal,13673.727473917168
Łódź,Company post,309000.0,2,50.32,"PONOWNIE W SPRZEDAŻY!!! Przestronne 2 pok, 50,32 m",50-74,Normal,6140.699523052464
Zielona Góra,Company post,236000.0,2,47.2,47 metrów na Osiedlu Piastowskim blisko parku,30-49,Normal,5000.0
Bielsko-Biała,Company post,262000.0,2,37.66,Funkcjonalne 2 pokojowe mieszkanie od zaraz!,30-49,Normal,6956.983536909188
Katowice,Company post,480700.0,3,52.25,3-pokojowe mieszkanie 52m2 + balkon Bez Prowizji,50-74,Normal,9200.0
Katowice,Company post,275427.0,1,27.27,1-pokojowe mieszkanie 27m2 + balkon Bezpośrednio,<30,Normal,10100.0
Grodzisk Mazowiecki,Company post,450000.0,2,53.0,Mieszkanie ok.53m2 w bardzo dobrej lokalizacji,50-74,Normal,8490.566037735849
Kraków,Company post,696000.0,2,41.0,Nowoczesne i stylowe mieszkanie na Zabłociu NOWE!,30-49,Normal,16975.60975609756
Kraków,Company post,450000.0,2,44.2,Kraków Prądnik Czerwony Dobrego Pasterza 44m Balko,30-49,Normal,10180.99547511312
Toruń,Company post,269999.0,2,33.0,Zainwestuj a nie stracisz! Mokre!,30-49,Normal,8181.787878787879
Pruszków,Company post,499000.0,2,43.0,2pok 43m2 ogródek klimatyzacja super inwestycja,30-49,Normal,11604.651162790698
Łańcut,Company post,368567.0,3,55.01,Łańcut - Nowe mieszkanie Księże Górki III,50-74,Normal,6700.0
Kraków,Company post,282000.0,1,20.0,Azory jednopokojowe do sprzedaży,<30,Normal,14100.0
Lublin,Company post,465000.0,3,47.0,3 nowe pokoje Felin,30-49,Normal,9893.617021276596
Katowice,Company post,504504.0,3,57.33,3-pokojowe mieszkanie 57m2 + balkon Bezpośrednio,50-74,Normal,8800.0
Poznań,Company post,420000.0,2,34.0,ul. Bóżnicza Centrum 2 pokoje 2002r. 1piętro,30-49,Normal,12352.941176470587
Lublin,Company post,509000.0,3,61.9,Mieszkanie 63 m2 3 pokoje Lsm,50-74,Normal,8222.940226171244
Kraków,Company post,479000.0,2,43.0,2 pokojowe - dobry stan - Prądnik Czerwony,30-49,Normal,11139.53488372093
Dębica,Company post,209000.0,3,58.49,"Dębica - Łysogórska 58,5m2",50-74,Normal,3573.2603863908357
Lublin,Company post,409000.0,3,58.09,"BRONOWICE, ul. Krańcowa",50-74,Normal,7040.798760543983
Pruszków,Company post,456000.0,2,48.0,☆ 2 pokoje na osiedlu STASZICA! ☆OKAZJA!☆,30-49,Normal,9500.0
